Comunidades y ciudades autónomas;País de residencia;Meses;Total
Andalucía;Estados Unidos;Noviembre;15.035
Andalucía;Estados Unidos;Diciembre;13.964
Andalucía;Resto de América;Total;258.422
Andalucía;Resto de América;Enero;20.525
Andalucía;Resto de América;Febrero;39.317
Andalucía;Resto de América;Marzo;40.653
Andalucía;Resto de América;Abril;28.230
Andalucía;Resto de América;Mayo;17.736
Andalucía;Resto de América;Junio;16.642
Andalucía;Resto de América;Julio;14.937
Andalucía;Resto de América;Agosto;11.311
Andalucía;Resto de América;Septiembre;21.147
Andalucía;Resto de América;Octubre;24.038
Andalucía;Resto de América;Noviembre;12.725
Andalucía;Resto de América;Diciembre;11.162
Andalucía;Países Africanos;Total;144.325
Andalucía;Países Africanos;Enero;10.065
Andalucía;Países Africanos;Febrero;10.162
Andalucía;Países Africanos;Marzo;3.747
Andalucía;Países Africanos;Abril;7.439
Andalucía;Países Africanos;Mayo;5.500
Andalucía;Países Africanos;Junio;6.894
Andalucía;Países Africanos;Julio;24.381
Andalucía;Países Africanos;Agosto;43.464
Andalucía;Países Africanos;Septiembre;13.327
Andalucía;Países Africanos;Octubre;4.578
Andalucía;Países Africanos;Noviembre;7.887
Andalucía;Países Africanos;Diciembre;6.881
Andalucía;Resto del mundo;Total;301.625
Andalucía;Resto del mundo;Enero;24.558
Andalucía;Resto del mundo;Febrero;17.967
Andalucía;Resto del mundo;Marzo;18.081
Andalucía;Resto del mundo;Abril;22.808
Andalucía;Resto del mundo;Mayo;26.268
Andalucía;Resto del mundo;Junio;27.154
Andalucía;Resto del mundo;Julio;33.629
Andalucía;Resto del mundo;Agosto;43.781
Andalucía;Resto del mundo;Septiembre;25.986
Andalucía;Resto del mundo;Octubre;25.129
Andalucía;Resto del mundo;Noviembre;16.024
Andalucía;Resto del mundo;Diciembre;20.240
Aragón;Total;Total;581.128
Aragón;Total;Enero;34.987
Aragón;Total;Febrero;40.907
Aragón;Total;Marzo;39.995
Aragón;Total;Abril;61.262
Aragón;Total;Mayo;26.828
Aragón;Total;Junio;35.555
Aragón;Total;Julio;63.372
Aragón;Total;Agosto;105.628
Aragón;Total;Septiembre;49.146
Aragón;Total;Octubre;46.762
Aragón;Total;Noviembre;21.893
Aragón;Total;Diciembre;54.793
Aragón;Residentes en España;Total;493.956
Aragón;Residentes en España;Enero;31.364
Aragón;Residentes en España;Febrero;36.032
Aragón;Residentes en España;Marzo;34.816
Aragón;Residentes en España;Abril;54.854
Aragón;Residentes en España;Mayo;20.258
Aragón;Residentes en España;Junio;28.726
Aragón;Residentes en España;Julio;53.888
Aragón;Residentes en España;Agosto;87.731
Aragón;Residentes en España;Septiembre;37.750
Aragón;Residentes en España;Octubre;38.924
Aragón;Residentes en España;Noviembre;18.148
Aragón;Residentes en España;Diciembre;51.464
Aragón;No residentes en España;Total;87.173
Aragón;No residentes en España;Enero;3.622
Aragón;No residentes en España;Febrero;4.875
Aragón;No residentes en España;Marzo;5.179
Aragón;No residentes en España;Abril;6.408
Aragón;No residentes en España;Mayo;6.570
Aragón;No residentes en España;Junio;6.829
Aragón;No residentes en España;Julio;9.484
Aragón;No residentes en España;Agosto;17.897
Aragón;No residentes en España;Septiembre;11.396
Aragón;No residentes en España;Octubre;7.838
Aragón;No residentes en España;Noviembre;3.746
Aragón;No residentes en España;Diciembre;3.329
Aragón;Unión Europea (sin España);Total;75.687
Aragón;Unión Europea (sin España);Enero;3.044
Aragón;Unión Europea (sin España);Febrero;4.625
Aragón;Unión Europea (sin España);Marzo;4.294
Aragón;Unión Europea (sin España);Abril;4.996
Aragón;Unión Europea (sin España);Mayo;5.522
Aragón;Unión Europea (sin España);Junio;5.690
Aragón;Unión Europea (sin España);Julio;7.498
Aragón;Unión Europea (sin España);Agosto;16.165
Aragón;Unión Europea (sin España);Septiembre;10.249
Aragón;Unión Europea (sin España);Octubre;7.120
Aragón;Unión Europea (sin España);Noviembre;3.436
Aragón;Unión Europea (sin España);Diciembre;3.049
Aragón;Alemania;Total;13.259
Aragón;Alemania;Enero;713
Aragón;Alemania;Febrero;1.378
Aragón;Alemania;Marzo;961
Aragón;Alemania;Abril;1.172
Aragón;Alemania;Mayo;1.331
Aragón;Alemania;Junio;1.462
Aragón;Alemania;Julio;1.013
Aragón;Alemania;Agosto;1.315
Aragón;Alemania;Septiembre;1.634
Aragón;Alemania;Octubre;954
Aragón;Alemania;Noviembre;951
Aragón;Alemania;Diciembre;375
Aragón;Austria;Total;4.119
Aragón;Austria;Enero;157
Aragón;Austria;Febrero;140
Aragón;Austria;Marzo;172
Aragón;Austria;Abril;378
Aragón;Austria;Mayo;126
Aragón;Austria;Junio;477
Aragón;Austria;Julio;635
Aragón;Austria;Agosto;239
Aragón;Austria;Septiembre;606
Aragón;Austria;Octubre;827
Aragón;Austria;Noviembre;161
Aragón;Austria;Diciembre;200
Aragón;Bélgica;Total;1.860
Aragón;Bélgica;Enero;..
Aragón;Bélgica;Febrero;32
Aragón;Bélgica;Marzo;..
Aragón;Bélgica;Abril;323
Aragón;Bélgica;Mayo;..
Aragón;Bélgica;Junio;12
Aragón;Bélgica;Julio;133
Aragón;Bélgica;Agosto;1.032
Aragón;Bélgica;Septiembre;58
Aragón;Bélgica;Octubre;..
Aragón;Bélgica;Noviembre;38
Aragón;Bélgica;Diciembre;176
Aragón;Dinamarca;Total;147
Aragón;Dinamarca;Enero;..
Aragón;Dinamarca;Febrero;..
Aragón;Dinamarca;Marzo;..
Aragón;Dinamarca;Abril;..
Aragón;Dinamarca;Mayo;..
Aragón;Dinamarca;Junio;..
Aragón;Dinamarca;Julio;41
Aragón;Dinamarca;Agosto;..
Aragón;Dinamarca;Septiembre;..
Aragón;Dinamarca;Octubre;..
Aragón;Dinamarca;Noviembre;..
Aragón;Dinamarca;Diciembre;51
Aragón;Finlandia;Total;3.489
Aragón;Finlandia;Enero;..
Aragón;Finlandia;Febrero;..
Aragón;Finlandia;Marzo;119
Aragón;Finlandia;Abril;..
Aragón;Finlandia;Mayo;183
Aragón;Finlandia;Junio;72
Aragón;Finlandia;Julio;236
Aragón;Finlandia;Agosto;544
Aragón;Finlandia;Septiembre;490
Aragón;Finlandia;Octubre;595
Aragón;Finlandia;Noviembre;660
Aragón;Finlandia;Diciembre;..
Aragón;Francia;Total;20.932
Aragón;Francia;Enero;166
Aragón;Francia;Febrero;1.032
Aragón;Francia;Marzo;444
Aragón;Francia;Abril;1.217
Aragón;Francia;Mayo;1.548
Aragón;Francia;Junio;1.826
Aragón;Francia;Julio;2.350
Aragón;Francia;Agosto;8.460
Aragón;Francia;Septiembre;1.509
Aragón;Francia;Octubre;1.518
Aragón;Francia;Noviembre;405
Aragón;Francia;Diciembre;455
Aragón;Grecia;Total;193
Aragón;Grecia;Enero;..
Aragón;Grecia;Febrero;..
Aragón;Grecia;Marzo;..
Aragón;Grecia;Abril;..
Aragón;Grecia;Mayo;..
Aragón;Grecia;Junio;151
Aragón;Grecia;Julio;..
Aragón;Grecia;Agosto;..
Aragón;Grecia;Septiembre;..
Aragón;Grecia;Octubre;..
Aragón;Grecia;Noviembre;..
Aragón;Grecia;Diciembre;..
Aragón;Irlanda;Total;914
Aragón;Irlanda;Enero;..
Aragón;Irlanda;Febrero;..
Aragón;Irlanda;Marzo;..
Aragón;Irlanda;Abril;..
Aragón;Irlanda;Mayo;19
Aragón;Irlanda;Junio;49
Aragón;Irlanda;Julio;77
Aragón;Irlanda;Agosto;709
Aragón;Irlanda;Septiembre;..
Aragón;Irlanda;Octubre;..
Aragón;Irlanda;Noviembre;..
Aragón;Irlanda;Diciembre;..
Aragón;Italia;Total;5.461
Aragón;Italia;Enero;126
Aragón;Italia;Febrero;124
Aragón;Italia;Marzo;549
Aragón;Italia;Abril;720
Aragón;Italia;Mayo;258
Aragón;Italia;Junio;168
Aragón;Italia;Julio;951
Aragón;Italia;Agosto;699
Aragón;Italia;Septiembre;1.086
Aragón;Italia;Octubre;338
Aragón;Italia;Noviembre;295
Aragón;Italia;Diciembre;147
Aragón;Luxemburgo;Total;56
Aragón;Luxemburgo;Enero;..
Aragón;Luxemburgo;Febrero;..
Aragón;Luxemburgo;Marzo;..
Aragón;Luxemburgo;Abril;..
Aragón;Luxemburgo;Mayo;..
Aragón;Luxemburgo;Junio;..
Aragón;Luxemburgo;Julio;..
Aragón;Luxemburgo;Agosto;..
Aragón;Luxemburgo;Septiembre;..
Aragón;Luxemburgo;Octubre;..
Aragón;Luxemburgo;Noviembre;..
Aragón;Luxemburgo;Diciembre;..
Aragón;Países Bajos;Total;5.991
Aragón;Países Bajos;Enero;83
Aragón;Países Bajos;Febrero;460
Aragón;Países Bajos;Marzo;605
Aragón;Países Bajos;Abril;101
Aragón;Países Bajos;Mayo;368
Aragón;Países Bajos;Junio;299
Aragón;Países Bajos;Julio;745
Aragón;Países Bajos;Agosto;730
Aragón;Países Bajos;Septiembre;1.362
Aragón;Países Bajos;Octubre;572
Aragón;Países Bajos;Noviembre;..
Aragón;Países Bajos;Diciembre;..
Aragón;Polonia;Total;2.380
Aragón;Polonia;Enero;111
Aragón;Polonia;Febrero;261
Aragón;Polonia;Marzo;245
Aragón;Polonia;Abril;338
Aragón;Polonia;Mayo;171
Aragón;Polonia;Junio;168
Aragón;Polonia;Julio;96
Aragón;Polonia;Agosto;329
Aragón;Polonia;Septiembre;244
Aragón;Polonia;Octubre;192
Aragón;Polonia;Noviembre;..
Aragón;Polonia;Diciembre;..
Aragón;Portugal;Total;2.545
Aragón;Portugal;Enero;51
Aragón;Portugal;Febrero;115
Aragón;Portugal;Marzo;85
Aragón;Portugal;Abril;122
Aragón;Portugal;Mayo;153
Aragón;Portugal;Junio;47
Aragón;Portugal;Julio;254
Aragón;Portugal;Agosto;383
Aragón;Portugal;Septiembre;795
Aragón;Portugal;Octubre;278
Aragón;Portugal;Noviembre;167
Aragón;Portugal;Diciembre;95
Aragón;Reino Unido;Total;6.696
Aragón;Reino Unido;Enero;698
Aragón;Reino Unido;Febrero;509
Aragón;Reino Unido;Marzo;372
Aragón;Reino Unido;Abril;346
Aragón;Reino Unido;Mayo;714
Aragón;Reino Unido;Junio;648
Aragón;Reino Unido;Julio;740
Aragón;Reino Unido;Agosto;985
Aragón;Reino Unido;Septiembre;978
Aragón;Reino Unido;Octubre;409
Aragón;Reino Unido;Noviembre;114
Aragón;Reino Unido;Diciembre;184
Aragón;Republica Checa;Total;3.295
Aragón;Republica Checa;Enero;102
Aragón;Republica Checa;Febrero;..
Aragón;Republica Checa;Marzo;326
Aragón;Republica Checa;Abril;91
Aragón;Republica Checa;Mayo;..
Aragón;Republica Checa;Junio;..
Aragón;Republica Checa;Julio;..
Aragón;Republica Checa;Agosto;509
Aragón;Republica Checa;Septiembre;1.015
Aragón;Republica Checa;Octubre;815
Aragón;Republica Checa;Noviembre;290
Aragón;Republica Checa;Diciembre;..
Aragón;Suecia;Total;107
Aragón;Suecia;Enero;..
Aragón;Suecia;Febrero;..
Aragón;Suecia;Marzo;..
Aragón;Suecia;Abril;..
Aragón;Suecia;Mayo;..
Aragón;Suecia;Junio;27
Aragón;Suecia;Julio;..
Aragón;Suecia;Agosto;20
Aragón;Suecia;Septiembre;..
Aragón;Suecia;Octubre;..
Aragón;Suecia;Noviembre;..
Aragón;Suecia;Diciembre;..
Aragón;Resto de la UE;Total;4.244
Aragón;Resto de la UE;Enero;795
Aragón;Resto de la UE;Febrero;550
Aragón;Resto de la UE;Marzo;338
Aragón;Resto de la UE;Abril;144
Aragón;Resto de la UE;Mayo;571
Aragón;Resto de la UE;Junio;251
Aragón;Resto de la UE;Julio;228
Aragón;Resto de la UE;Agosto;204
Aragón;Resto de la UE;Septiembre;448
Aragón;Resto de la UE;Octubre;577
Aragón;Resto de la UE;Noviembre;84
Aragón;Resto de la UE;Diciembre;53
Aragón;Noruega;Total;92
Aragón;Noruega;Enero;..
Aragón;Noruega;Febrero;..
Aragón;Noruega;Marzo;..
Aragón;Noruega;Abril;..
Aragón;Noruega;Mayo;..
Aragón;Noruega;Junio;..
Aragón;Noruega;Julio;58
Aragón;Noruega;Agosto;..
Aragón;Noruega;Septiembre;..
Aragón;Noruega;Octubre;..
Aragón;Noruega;Noviembre;..
Aragón;Noruega;Diciembre;..
Aragón;Rusia;Total;1.033
Aragón;Rusia;Enero;61
Aragón;Rusia;Febrero;44
Aragón;Rusia;Marzo;..
Aragón;Rusia;Abril;223
Aragón;Rusia;Mayo;178
Aragón;Rusia;Junio;..
Aragón;Rusia;Julio;97
Aragón;Rusia;Agosto;85
Aragón;Rusia;Septiembre;139
Aragón;Rusia;Octubre;68
Aragón;Rusia;Noviembre;52
Aragón;Rusia;Diciembre;26
Aragón;Suiza;Total;804
Aragón;Suiza;Enero;..
Aragón;Suiza;Febrero;31
Aragón;Suiza;Marzo;103
Aragón;Suiza;Abril;228
Aragón;Suiza;Mayo;187
Aragón;Suiza;Junio;..
Aragón;Suiza;Julio;36
Aragón;Suiza;Agosto;49
Aragón;Suiza;Septiembre;38
Aragón;Suiza;Octubre;80
Aragón;Suiza;Noviembre;..
Aragón;Suiza;Diciembre;..
Aragón;Resto de Europa;Total;1.111
Aragón;Resto de Europa;Enero;..
Aragón;Resto de Europa;Febrero;..
Aragón;Resto de Europa;Marzo;157
Aragón;Resto de Europa;Abril;487
Aragón;Resto de Europa;Mayo;65
Aragón;Resto de Europa;Junio;182
Aragón;Resto de Europa;Julio;92
Aragón;Resto de Europa;Agosto;54
Aragón;Resto de Europa;Septiembre;14
Aragón;Resto de Europa;Octubre;12
Aragón;Resto de Europa;Noviembre;..
Aragón;Resto de Europa;Diciembre;..
Aragón;Estados Unidos;Total;1.887
Aragón;Estados Unidos;Enero;94
Aragón;Estados Unidos;Febrero;64
Aragón;Estados Unidos;Marzo;71
Aragón;Estados Unidos;Abril;..
Aragón;Estados Unidos;Mayo;111
Aragón;Estados Unidos;Junio;403
Aragón;Estados Unidos;Julio;472
Aragón;Estados Unidos;Agosto;316
Aragón;Estados Unidos;Septiembre;116
Aragón;Estados Unidos;Octubre;68
Aragón;Estados Unidos;Noviembre;..
Aragón;Estados Unidos;Diciembre;86
Aragón;Resto de América;Total;3.111
Aragón;Resto de América;Enero;306
Aragón;Resto de América;Febrero;..
Aragón;Resto de América;Marzo;..
Aragón;Resto de América;Abril;234
Aragón;Resto de América;Mayo;268
Aragón;Resto de América;Junio;368
Aragón;Resto de América;Julio;455
Aragón;Resto de América;Agosto;221
Aragón;Resto de América;Septiembre;581
Aragón;Resto de América;Octubre;263
Aragón;Resto de América;Noviembre;114
Aragón;Resto de América;Diciembre;92
Aragón;Países Africanos;Total;289
Aragón;Países Africanos;Enero;..
Aragón;Países Africanos;Febrero;..
Aragón;Países Africanos;Marzo;..
Aragón;Países Africanos;Abril;58
Aragón;Países Africanos;Mayo;14
Aragón;Países Africanos;Junio;..
Aragón;Países Africanos;Julio;104
Aragón;Países Africanos;Agosto;24
Aragón;Países Africanos;Septiembre;..
Aragón;Países Africanos;Octubre;..
Aragón;Países Africanos;Noviembre;..
Aragón;Países Africanos;Diciembre;..
Aragón;Resto del mundo;Total;3.158
Aragón;Resto del mundo;Enero;81
Aragón;Resto del mundo;Febrero;28
Aragón;Resto del mundo;Marzo;306
Aragón;Resto del mundo;Abril;97
Aragón;Resto del mundo;Mayo;225
Aragón;Resto del mundo;Junio;130
Aragón;Resto del mundo;Julio;672
Aragón;Resto del mundo;Agosto;983
Aragón;Resto del mundo;Septiembre;257
Aragón;Resto del mundo;Octubre;201
Aragón;Resto del mundo;Noviembre;106
Aragón;Resto del mundo;Diciembre;71
Asturias, Principado de;Total;Total;343.886
Asturias, Principado de;Total;Enero;5.255
Asturias, Principado de;Total;Febrero;6.561
Asturias, Principado de;Total;Marzo;9.951
Asturias, Principado de;Total;Abril;30.181
Asturias, Principado de;Total;Mayo;16.940
Asturias, Principado de;Total;Junio;25.268
Asturias, Principado de;Total;Julio;76.415
Asturias, Principado de;Total;Agosto;95.391
Asturias, Principado de;Total;Septiembre;31.018
Asturias, Principado de;Total;Octubre;22.133
Asturias, Principado de;Total;Noviembre;7.705
Asturias, Principado de;Total;Diciembre;17.070
Asturias, Principado de;Residentes en España;Total;312.758
Asturias, Principado de;Residentes en España;Enero;5.137
Asturias, Principado de;Residentes en España;Febrero;6.379
Asturias, Principado de;Residentes en España;Marzo;8.581
Asturias, Principado de;Residentes en España;Abril;28.047
Asturias, Principado de;Residentes en España;Mayo;15.361
Asturias, Principado de;Residentes en España;Junio;22.017
Asturias, Principado de;Residentes en España;Julio;70.845
Asturias, Principado de;Residentes en España;Agosto;86.824
Asturias, Principado de;Residentes en España;Septiembre;27.269
Asturias, Principado de;Residentes en España;Octubre;19.890
Asturias, Principado de;Residentes en España;Noviembre;6.405
Asturias, Principado de;Residentes en España;Diciembre;16.002
Asturias, Principado de;No residentes en España;Total;31.128
Asturias, Principado de;No residentes en España;Enero;118
Asturias, Principado de;No residentes en España;Febrero;182
Asturias, Principado de;No residentes en España;Marzo;1.370
Asturias, Principado de;No residentes en España;Abril;2.134
Asturias, Principado de;No residentes en España;Mayo;1.578
Asturias, Principado de;No residentes en España;Junio;3.250
Asturias, Principado de;No residentes en España;Julio;5.570
Asturias, Principado de;No residentes en España;Agosto;8.566
Asturias, Principado de;No residentes en España;Septiembre;3.749
Asturias, Principado de;No residentes en España;Octubre;2.243
Asturias, Principado de;No residentes en España;Noviembre;1.300
Asturias, Principado de;No residentes en España;Diciembre;1.068
Asturias, Principado de;Unión Europea (sin España);Total;24.837
Asturias, Principado de;Unión Europea (sin España);Enero;93
Asturias, Principado de;Unión Europea (sin España);Febrero;182
Asturias, Principado de;Unión Europea (sin España);Marzo;1.370
Asturias, Principado de;Unión Europea (sin España);Abril;1.368
Asturias, Principado de;Unión Europea (sin España);Mayo;938
Asturias, Principado de;Unión Europea (sin España);Junio;2.417
Asturias, Principado de;Unión Europea (sin España);Julio;4.398
Asturias, Principado de;Unión Europea (sin España);Agosto;7.742
Asturias, Principado de;Unión Europea (sin España);Septiembre;2.578
Asturias, Principado de;Unión Europea (sin España);Octubre;2.179
Asturias, Principado de;Unión Europea (sin España);Noviembre;937
Asturias, Principado de;Unión Europea (sin España);Diciembre;635
Asturias, Principado de;Alemania;Total;5.416
Asturias, Principado de;Alemania;Enero;53
Asturias, Principado de;Alemania;Febrero;31
Asturias, Principado de;Alemania;Marzo;172
Asturias, Principado de;Alemania;Abril;99
Asturias, Principado de;Alemania;Mayo;34
Asturias, Principado de;Alemania;Junio;540
Asturias, Principado de;Alemania;Julio;995
Asturias, Principado de;Alemania;Agosto;1.156
Asturias, Principado de;Alemania;Septiembre;1.410
Asturias, Principado de;Alemania;Octubre;343
Asturias, Principado de;Alemania;Noviembre;354
Asturias, Principado de;Alemania;Diciembre;230
Asturias, Principado de;Austria;Total;1.022
Asturias, Principado de;Austria;Enero;..
Asturias, Principado de;Austria;Febrero;..
Asturias, Principado de;Austria;Marzo;..
Asturias, Principado de;Austria;Abril;68
Asturias, Principado de;Austria;Mayo;..
Asturias, Principado de;Austria;Junio;..
Asturias, Principado de;Austria;Julio;449
Asturias, Principado de;Austria;Agosto;506
Asturias, Principado de;Austria;Septiembre;..
Asturias, Principado de;Austria;Octubre;..
Asturias, Principado de;Austria;Noviembre;..
Asturias, Principado de;Austria;Diciembre;..
Asturias, Principado de;Bélgica;Total;392
Asturias, Principado de;Bélgica;Enero;..
Asturias, Principado de;Bélgica;Febrero;..
Asturias, Principado de;Bélgica;Marzo;..
Asturias, Principado de;Bélgica;Abril;..
Asturias, Principado de;Bélgica;Mayo;..
Asturias, Principado de;Bélgica;Junio;..
Asturias, Principado de;Bélgica;Julio;332
Asturias, Principado de;Bélgica;Agosto;..
Asturias, Principado de;Bélgica;Septiembre;..
Asturias, Principado de;Bélgica;Octubre;37
Asturias, Principado de;Bélgica;Noviembre;..
Asturias, Principado de;Bélgica;Diciembre;..
Asturias, Principado de;Dinamarca;Total;841
Asturias, Principado de;Dinamarca;Enero;..
Asturias, Principado de;Dinamarca;Febrero;..
Asturias, Principado de;Dinamarca;Marzo;..
Asturias, Principado de;Dinamarca;Abril;..
Asturias, Principado de;Dinamarca;Mayo;..
Asturias, Principado de;Dinamarca;Junio;270
Asturias, Principado de;Dinamarca;Julio;318
Asturias, Principado de;Dinamarca;Agosto;253
Asturias, Principado de;Dinamarca;Septiembre;..
Asturias, Principado de;Dinamarca;Octubre;..
